timestamp,ue_id,downlink_throughput,uplink_throughput,high_load
19990,1953,24683,21243,0
20000,8383,69384,62088,1
20010,2930,22057,20507,0
20020,3687,24758,20061,0
20030,2585,28817,18908,0
20040,9069,22797,20835,0
20050,2007,30155,22514,1
20060,1477,25831,20122,0
20070,9592,24312,17914,0
20080,4698,25045,20214,0
20090,8519,29113,20705,0
20100,5481,22431,19222,0
20110,5182,21927,17282,0
20120,1146,23972,18523,0
20130,5678,24589,20033,0
20140,9395,31564,20552,1
20150,5122,19808,18259,0
20160,3914,28158,21362,0
20170,2028,27275,19360,0
20180,4336,24876,19341,0
20190,2122,27079,16815,0
20200,1042,23629,19561,0
20210,1154,21890,17696,0
20220,2713,23021,19056,0
20230,9621,23550,18063,0
20240,1956,19884,19625,0
20250,8328,22502,18428,0
20260,8330,21324,19479,0
20270,4504,26269,18630,0
20280,8460,29811,19128,0
20290,9282,24645,19781,0
20300,5087,23866,17340,0
20310,6038,25615,17705,0
20320,2295,24232,15338,0
20330,6024,27732,19721,0
20340,7269,24643,17251,0
20350,2301,21417,15926,0
20360,4209,25413,17296,0
20370,4468,20876,16682,0
20380,6228,23555,16966,0
20390,2152,26598,18804,0
20400,7988,24274,17382,0
20410,4568,20051,16581,0
20420,8933,21869,17492,0
20430,8557,21026,16814,0
20440,5582,22611,14513,0
20450,1224,21015,17570,0
20460,8823,21591,16018,0
20470,9129,21122,16095,0
20480,3265,21784,17478,0
20490,9398,21563,17625,0
20500,4930,19428,15562,0
20510,2178,21084,16402,0
20520,1016,21144,16421,0
20530,6674,18201,13877,0
20540,5738,19801,15442,0
20550,9707,15825,13261,0
20560,8208,18844,13205,0
20570,2637,21423,14986,0
20580,6568,16017,12339,0
20590,6181,17296,12729,0
20600,7198,15192,12245,0
20610,9063,18360,11686,0
20620,9772,17486,12619,0
20630,2456,16102,11799,0
20640,5299,15047,12917,0
20650,2366,16739,11720,0
20660,4670,15156,11874,0
20670,2976,14076,11609,0
20680,2487,16472,13959,0
20690,4427,14649,10557,0
20700,2314,12270,10198,0
20710,3859,13608,10423,0
20720,8596,17755,11476,0
20730,4889,16544,10411,0
20740,6899,14159,9043,0
20750,5119,15228,9690,0
20760,3914,13369,10572,0
20770,5931,14423,10963,0
20780,9447,8642,9510,0
20790,7242,12276,9592,0
20800,5113,14403,10275,0
20810,9288,11439,10029,0
20820,1292,10357,9044,0
20830,1561,11110,8503,0
20840,9877,11997,8242,0
20850,2846,13019,9301,0
20860,5622,12312,8306,0
20870,4003,11452,9780,0
20880,3156,10723,9165,0
20890,9788,10337,8181,0
20900,7650,13871,9158,0
20910,9074,9980,7867,0
20920,6565,11781,8174,0
20930,1059,12239,7370,0
20940,3350,10221,7828,0
20950,4329,10709,8740,0
20960,7794,9765,7189,0
20970,8580,9144,8035,0
20980,4349,10575,7499,0
20990,9263,12347,8387,0
21000,2471,11129,7717,0
21010,9064,10695,7270,0
21020,6846,9518,6580,0
21030,9098,9348,7523,0
21040,6957,9442,6543,0
21050,3562,8192,6223,0
21060,4250,8723,7282,0
21070,4469,8623,6231,0
21080,6355,9809,5926,0
21090,1167,7350,5941,0
21100,7549,8566,6714,0
21110,5720,10282,7066,0
21120,7157,10325,6802,0
21130,5552,9545,8234,0
21140,7912,9308,6520,0
21150,7959,9338,6116,0
21160,7787,9975,7258,0
21170,7945,11553,6520,0
21180,1694,9755,7617,0
21190,1802,6794,7111,0
21200,8041,9801,7000,0
21210,1495,9915,8368,0
21220,1609,8402,8144,0
21230,8729,11481,7254,0
21240,2590,9007,6340,0
21250,4276,9066,8371,0
21260,4691,10145,8141,0
21270,9671,11009,6880,0
21280,9110,9505,6828,0
21290,9350,9982,8117,0
21300,4826,7962,7050,0
21310,4656,8289,7229,0
21320,2696,11062,7431,0
21330,7744,8860,6949,0
21340,5103,9656,7605,0
21350,2933,10733,7971,0
21360,9725,9601,9208,0
21370,2984,11138,8005,0
21380,5829,11158,8404,0
21390,7479,9417,8220,0
21400,5118,10074,6920,0
21410,2846,13787,9521,0
21420,3845,9889,8849,0
21430,6633,9553,7702,0
21440,8565,12216,9053,0
21450,6901,9722,9688,0
21460,6615,10965,7313,0
21470,4774,13200,8287,0
21480,7637,12247,9987,0
21490,8085,15023,9837,0
21500,9924,13344,8508,0
21510,1214,13999,8830,0
21520,1436,14945,9524,0
21530,7461,13326,9679,0
21540,6386,14467,9747,0
21550,4960,14083,11407,0
21560,9263,13105,9712,0
21570,6053,14285,9166,0
21580,6064,11201,8357,0
21590,4202,14988,10644,0
21600,7394,13835,12646,0
21610,6983,18164,10663,0
21620,4977,16591,10479,0
21630,1402,14755,10869,0
21640,2159,17275,12289,0
21650,1298,14659,10703,0
21660,3482,15826,11657,0
21670,5591,13139,10852,0
21680,1694,12877,11021,0
21690,4154,15423,13917,0
21700,5587,19878,11265,0
21710,4663,16993,12270,0
21720,7014,12076,11963,0
21730,1688,19538,12110,0
21740,1199,20450,11041,0
21750,7921,16823,12213,0
21760,6326,16227,12836,0
21770,6133,18444,11198,0
21780,9660,17695,13941,0
21790,5435,17392,12300,0
21800,6208,16282,13972,0
21810,2979,18043,15304,0
21820,3934,15050,14228,0
21830,6345,20357,15478,0
21840,5435,17337,18196,0
21850,9329,16136,14941,0
21860,2550,16753,13245,0
21870,4554,19978,15878,0
21880,6842,17513,15392,0
21890,8521,20766,16007,0
21900,9446,15947,14558,0
21910,8034,20551,16546,0
21920,2064,19785,11652,0
21930,2864,14846,11451,0
21940,9278,19865,15300,0
21950,3034,20692,15103,0
21960,5165,16929,13116,0
21970,3798,18691,17432,0
21980,4290,16266,14952,0
21990,8784,19261,16498,0
22000,7862,20824,14893,0
22010,3984,23829,12216,0
22020,7015,20525,16324,0
22030,3050,18336,13017,0
22040,2607,25347,18728,0
22050,6510,18216,14269,0
22060,5333,21328,17313,0
22070,1927,22304,16819,0
22080,3018,21803,17807,0
22090,9325,21008,18165,0
22100,1947,20226,15240,0
22110,5939,24882,16530,0
22120,6286,22166,15997,0
22130,5037,17867,15766,0
22140,4515,23851,15429,0
22150,7299,20571,15031,0
22160,1967,22119,15200,0
22170,7007,21768,15399,0
22180,2719,23080,18985,0
22190,3342,20242,15489,0
22200,3157,21295,16898,0
22210,6190,16102,13880,0
22220,5997,19225,16438,0
22230,5780,25211,16759,0
22240,6805,21905,18822,0
22250,3426,24251,18070,0
22260,3851,19085,15744,0
22270,4427,23387,17504,0
22280,7467,19311,11533,0
22290,6503,19788,14370,0
22300,3597,25197,18885,0
22310,8964,23390,18067,0
22320,3104,26901,20417,0
22330,3579,25204,18196,0
22340,2306,27920,17184,0
22350,8850,21415,16829,0
22360,7337,24692,17317,0
22370,1432,23269,17520,0
22380,8804,26749,20112,0
22390,9719,28486,19322,0
22400,9103,30055,18309,0
22410,9914,26522,20350,0
22420,7794,25647,15681,0
22430,6266,20863,18824,0
22440,9607,23004,22505,0
22450,3636,19798,17953,0
22460,9627,28265,22437,1
22470,4360,17376,17398,0
22480,3109,26007,18656,0
22490,8666,25046,22143,0
22500,1302,25483,19732,0
22510,5548,29031,19841,0
22520,5932,34036,17348,1
22530,1161,24095,20425,0
22540,3883,24898,17776,0
22550,1658,29755,22157,1
22560,5520,22571,17837,0
22570,6927,32357,22119,1
22580,7901,31437,23213,1
22590,5236,28463,21657,0
22600,1122,33941,22019,1
22610,2827,27003,20687,0
22620,5945,34886,21584,1
22630,9152,29393,23712,1
22640,2889,31642,21683,1
22650,4212,28912,20024,0
22660,6962,30622,23228,1
22670,3805,31774,22238,1
22680,8692,35290,23160,1
22690,5832,28445,25705,1
22700,1383,33240,25292,1
22710,1460,31080,25810,1
22720,6043,35928,26209,1
22730,9338,30032,21140,1
22740,1619,28057,23147,1
22750,2205,25063,21043,0
22760,8681,29560,23138,1
22770,1622,35871,23558,1
22780,7877,26327,26582,1
22790,4126,29545,22642,1
22800,5959,32870,24811,1
22810,8106,31005,22074,1
22820,2375,36681,26048,1
22830,9332,35249,26209,1
22840,2350,31752,22094,1
22850,5148,32305,25489,1
22860,1001,34101,22200,1
22870,6522,34089,22514,1
22880,9313,34875,24887,1
22890,4506,31683,27867,1
22900,7045,35461,25227,1
22910,1851,36747,21860,1
22920,2365,32865,25337,1
22930,5858,30996,23909,1
22940,7408,34727,26268,1
22950,7372,28658,24638,1
22960,6539,28439,22867,1
22970,3561,38185,21329,1
22980,7367,30110,23869,1
22990,9569,30088,22887,1
23000,6608,34667,23407,1
23010,5034,34321,23190,1
23020,1757,28406,22508,1
23030,1216,34522,23572,1
23040,6915,28854,23944,1
23050,3211,31415,23793,1
23060,6921,29665,24114,1
23070,7180,27674,21121,0
23080,4204,32335,25226,1
23090,9423,26501,25672,1
23100,4732,29076,22309,1
23110,3704,23196,21747,0
23120,1054,30870,22089,1
23130,1942,26294,22031,0
23140,2979,31650,24362,1
23150,2664,25841,23335,0
23160,2174,32319,21085,1
23170,6968,26813,22626,0
23180,7596,23912,23042,0
23190,2570,30949,18563,0
23200,2532,31846,19807,1
23210,1204,28117,19884,0
23220,8879,28401,18842,0
23230,6187,21651,19213,0
23240,8189,27282,20743,0
23250,3836,24574,19322,0
23260,8511,23684,16580,0
23270,8530,26378,19412,0
23280,5778,23484,13725,0
23290,7977,28528,18818,0
23300,8043,25480,20678,0
23310,8599,20424,19779,0
23320,2620,19983,16254,0
23330,4004,25003,15683,0
23340,7571,28534,16899,0
23350,6196,22574,16619,0
23360,7996,26013,16154,0
23370,9436,22667,16694,0
23380,9878,19549,16025,0
23390,7643,21571,15835,0
23400,8548,20336,13507,0
23410,1769,21360,17984,0
23420,3085,20048,12646,0
23430,8361,24366,16121,0
23440,5587,18961,14623,0
23450,5293,18962,13978,0
23460,5476,24337,15379,0
23470,9299,19335,14755,0
23480,8700,17273,15132,0
23490,5854,16456,14627,0
23500,7224,18386,13041,0
23510,3103,18215,14616,0
23520,8462,19591,11822,0
23530,1796,15113,13798,0
23540,8772,13385,13501,0
23550,7219,14999,12643,0
23560,1333,18788,11376,0
23570,8873,20006,11800,0
23580,7903,17961,12201,0
23590,2279,14078,11677,0
23600,4047,18490,14431,0
23610,3856,15634,12230,0
23620,9144,16648,12250,0
23630,6989,18407,11038,0
23640,9337,14045,11868,0
23650,2898,17438,12845,0
23660,4655,15274,11691,0
23670,1893,14446,13140,0
23680,3702,16158,10919,0
23690,1429,16032,10011,0
23700,2943,17891,11674,0
23710,7301,15992,10650,0
23720,1875,17974,12449,0
23730,3204,13439,11677,0
23740,7690,17697,14052,0
23750,6533,15834,11825,0
23760,8820,13756,11630,0
23770,9151,15369,12162,0
23780,7521,13822,10300,0
23790,7963,15382,11278,0
23800,5205,15430,11397,0
23810,6786,15115,11678,0
23820,2660,17191,10719,0
23830,3622,15984,11915,0
23840,7439,13570,9023,0
23850,7852,11800,11471,0
23860,4208,11783,8714,0
23870,5190,16109,13044,0
23880,4990,13238,9576,0
23890,3278,15397,11254,0
23900,1938,16294,10570,0
23910,5252,15163,11113,0
23920,8890,16132,10002,0
23930,8681,11054,11760,0
23940,6258,14112,10942,0
23950,8221,14877,10745,0
23960,3712,15328,11542,0
23970,4241,14994,10451,0
23980,5230,14493,9414,0
23990,3650,12438,9977,0
24000,8496,12435,10836,0
24010,3466,13589,10071,0
24020,6167,12418,9166,0
24030,9089,13149,10606,0
24040,9154,11506,8491,0
24050,2023,9853,9841,0
24060,5029,10203,9080,0
24070,3284,9877,8755,0
24080,6277,13496,8976,0
24090,2248,11751,9893,0
24100,4445,11634,8982,0
24110,8098,12091,7992,0
24120,7137,12052,10397,0
24130,2054,11907,9399,0
24140,5550,13332,10937,0
24150,5305,10737,7830,0
24160,4213,12574,9148,0
24170,3523,14357,9488,0
24180,2065,10622,8631,0
24190,3859,10623,7586,0
24200,9964,10583,10678,0
24210,8867,12369,10609,0
24220,2254,9891,8520,0
24230,8580,11927,8595,0
24240,1475,10327,8566,0
24250,6139,12475,7884,0
24260,9462,12859,8351,0
24270,4708,11242,7242,0
24280,8708,10393,9031,0
24290,2698,10224,8022,0
24300,2132,11747,8584,0
24310,4048,9728,7739,0
24320,6172,10813,7742,0
24330,4372,10764,8428,0
24340,6520,9447,7304,0
24350,3860,11024,7287,0
24360,2986,11063,7879,0
24370,6786,9488,7648,0
24380,7357,8959,8110,0
24390,4446,11077,8438,0
24400,9317,12063,8335,0
24410,9513,10038,7362,0
24420,5668,10189,7509,0
24430,2408,9875,7082,0
24440,9821,10626,7289,0
24450,9352,10772,8369,0
24460,8818,11094,7591,0
24470,4694,11659,6535,0
24480,3671,9232,6224,0
24490,1608,12644,7330,0
24500,4899,10393,8018,0
24510,9095,11009,8319,0
24520,2658,8422,7380,0
24530,6363,10061,7017,0
24540,5491,11368,7603,0
24550,8978,11797,8376,0
24560,7026,11512,8437,0
24570,3504,11343,8422,0
24580,1076,10402,9267,0
24590,3512,11440,7800,0
24600,6676,9959,6792,0
24610,4747,13398,9334,0
24620,1841,10625,8654,0
24630,9243,11402,8223,0
24640,9861,11577,9738,0
24650,4519,11365,8975,0
24660,9231,11504,8312,0
24670,7354,12026,7575,0
24680,8424,11137,7734,0
24690,9426,10539,8574,0
24700,6861,14483,10693,0
24710,7701,11068,8164,0
24720,8712,12034,8905,0
24730,6669,13827,9453,0
24740,1179,11743,9390,0
24750,7416,14378,9369,0
24760,4547,12425,8445,0
24770,5037,13030,10327,0
24780,4566,12570,8151,0
24790,4547,12604,9568,0
24800,9720,11178,9229,0
24810,4915,12984,9706,0
24820,6984,10817,7359,0
24830,4347,13310,10092,0
24840,6461,13445,10231,0
24850,4391,13742,9197,0
24860,3877,14394,10518,0
24870,1646,12771,10102,0
24880,7220,12284,10834,0
24890,6040,13431,10812,0
24900,3772,13766,10313,0
24910,4117,14515,11087,0
24920,1472,15506,11645,0
24930,9730,10018,11446,0
24940,4380,15675,10819,0
24950,6882,15204,12030,0
24960,8971,13126,11312,0
24970,8838,13246,12389,0
24980,2242,16388,12675,0
24990,6682,18022,12197,0
25000,9437,58359,37632,1
25010,5595,17539,14454,0
25020,7861,12929,13550,0
25030,1035,19237,13096,0
25040,9710,13468,11279,0
25050,1355,15644,12961,0
25060,1617,16010,14012,0
25070,4880,18854,12440,0
25080,4671,20199,15013,0
25090,3940,22804,14145,0
25100,3736,20927,15140,0
25110,4068,20134,18820,0
25120,7818,17885,14787,0
25130,3619,20402,12960,0
25140,3631,14077,14938,0
25150,2067,22146,15429,0
25160,8678,18265,14067,0
25170,4357,18174,18782,0
25180,4860,24336,17135,0
25190,2035,23082,17733,0
25200,9916,23768,16452,0
25210,7533,23053,14496,0
25220,9164,24430,16742,0
25230,7868,19552,18120,0
25240,1996,21316,15659,0
25250,5338,28054,19015,0
25260,3455,22695,15559,0
25270,7386,22883,15694,0
25280,3209,23646,17632,0
25290,3424,27071,19829,0
25300,2377,26602,20134,0
25310,1301,19406,17968,0
25320,6204,23075,21038,0
25330,9312,27300,20513,0
25340,5917,26656,16231,0
25350,7821,28583,18269,0
25360,4115,27826,20223,0
25370,9439,24491,20270,0
25380,6752,28847,20610,0
25390,1809,25120,20699,0
25400,3303,26562,17183,0
25410,5109,29462,22827,1
25420,1598,30758,22533,1
25430,9878,30974,22135,1
25440,3841,24984,18191,0
25450,7845,29115,22466,1
25460,4698,29657,23573,1
25470,2635,29586,18587,0
25480,2340,24074,19830,0
25490,8262,29519,22638,1
25500,3570,27745,21513,0
25510,6835,30651,19734,0
25520,6102,30484,22777,1
25530,1215,26567,26299,1
25540,8815,29385,23291,1
25550,6660,35191,29400,1
25560,5091,29785,23343,1
25570,5741,32486,22957,1
25580,9593,29753,23138,1
25590,8458,30981,24498,1
25600,8920,28445,24008,1
25610,6024,26576,22027,0
25620,9644,28457,22802,1
25630,8331,29199,24228,1
25640,2701,32131,21190,1
25650,5102,31935,23608,1
25660,4901,24901,24390,0
25670,2060,37359,25550,1
25680,6021,34199,23892,1
25690,8054,32939,22911,1
25700,3692,30256,24743,1
25710,4894,26577,23335,0
25720,9919,31339,23736,1
25730,6060,26301,20453,0
25740,1448,26039,17542,0
25750,3876,26599,23020,0
25760,7230,31318,23448,1
25770,8118,35021,19744,1
25780,9818,36113,21909,1
25790,5590,33445,25065,1
25800,3959,28871,21099,0
25810,3666,30190,19968,0
25820,1097,36152,23503,1
25830,4969,30464,20646,1
25840,1859,23491,22010,0
25850,7121,27338,20145,0
25860,8147,27165,19619,0
25870,6345,32789,21109,1
25880,9922,29331,22762,1
25890,2825,25178,21276,0
25900,9374,26569,21431,0
25910,5255,30241,22739,1
25920,6913,25064,19905,0
25930,3885,28573,20737,0
25940,3369,25496,20759,0
25950,3825,27125,23876,1
25960,2554,24533,20365,0
25970,8978,29465,23239,1
25980,2938,28700,22165,1
25990,8710,29235,22237,1
26000,5027,29311,19378,0
26010,2975,25466,18499,0
26020,9631,28206,23641,1
26030,5306,25180,21555,0
26040,1695,23455,18836,0
26050,8212,25226,20820,0
26060,6769,26310,21476,0
26070,5376,29018,21027,0
26080,6357,32059,17329,0
26090,8092,28461,19574,0
26100,7412,23779,16958,0
26110,6333,28185,19333,0
26120,3671,25373,21659,0
26130,6598,19532,16241,0
26140,6010,30374,21813,1
26150,7620,22244,17431,0
26160,8952,28749,21705,0
26170,8986,26953,24835,1
26180,4031,24768,17625,0
26190,2945,21665,17688,0
26200,5388,26624,21000,0
26210,2660,23671,22826,0
26220,8225,27910,19133,0
26230,9254,30599,20752,1
26240,3953,28302,19489,0
26250,6927,27858,20251,0
26260,5462,23555,19513,0
26270,6067,25760,17335,0
26280,2164,22012,20658,0
26290,9876,24166,17893,0
26300,8384,26561,20325,0
26310,6250,24394,21809,0
26320,1446,27539,21055,0
26330,4910,20045,21076,0
26340,3024,23095,19739,0
26350,5459,18693,18279,0
26360,3415,28535,17678,0
26370,8465,26037,19608,0
26380,2351,29107,21018,0
26390,1925,22035,15277,0
26400,6741,26105,21435,0
26410,4417,22661,19135,0
26420,9746,22742,20087,0
26430,9570,27090,22622,0
26440,8327,23986,21032,0
26450,6751,22210,16396,0
26460,2165,23138,18525,0
26470,5452,29253,22430,1
26480,2953,25946,15625,0
26490,5437,25418,18950,0
26500,5246,24375,20776,0
26510,9412,29188,23554,1
26520,4932,27995,20738,0
26530,5852,28320,20005,0
26540,2966,24716,16779,0
26550,5597,23878,15232,0
26560,1058,19578,18553,0
26570,4886,23138,15037,0
26580,2498,19871,19656,0
26590,2332,22610,19349,0
26600,7219,23894,18108,0
26610,3401,26856,17318,0
26620,3387,23313,17763,0
26630,8823,23603,17640,0
26640,4730,26310,18768,0
26650,5392,20318,11995,0
26660,8494,27242,17857,0
26670,3833,21644,16297,0
26680,6256,19492,19421,0
26690,1711,18737,13942,0
26700,4486,25125,15035,0
26710,2897,24296,19581,0
26720,2530,21381,14565,0
26730,8904,21434,16579,0
26740,1687,24335,18856,0
26750,9753,20376,17578,0
26760,6352,20569,14488,0
26770,1851,18463,13592,0
26780,6793,19458,16339,0
26790,9611,18153,14386,0
26800,3993,17346,16488,0
26810,2152,22913,14754,0
26820,6615,21365,12203,0
26830,2141,20520,16179,0
26840,3129,16596,10638,0
26850,7119,18755,12494,0
26860,6627,21717,14969,0
26870,2399,16021,14333,0
26880,8787,18144,12196,0
26890,4999,17182,14407,0
26900,1191,18274,12315,0
26910,4838,19943,12571,0
26920,9131,16520,13142,0
26930,6955,16182,12105,0
26940,4204,14748,13096,0
26950,5709,15824,10515,0
26960,2463,13928,10701,0
26970,4477,12749,10067,0
26980,8089,17316,11278,0
26990,1751,12561,9912,0
27000,3957,14092,10897,0
27010,9234,15324,8502,0
27020,7819,14152,10718,0
27030,2859,11310,9324,0
27040,5373,14897,11611,0
27050,2122,12974,9752,0
27060,9442,13653,10550,0
27070,6555,13755,9620,0
27080,4551,10101,7859,0
27090,9021,10719,9933,0
27100,7639,13539,8869,0
27110,1915,13489,9309,0
27120,3864,12667,9907,0
27130,2821,11576,8383,0
27140,6673,12407,9857,0
27150,6740,12279,9081,0
27160,7387,11559,8731,0
27170,5172,8738,8340,0
27180,9565,9007,7148,0
27190,6527,9826,7635,0
27200,3657,8267,7775,0
27210,2334,11344,8657,0
27220,3996,10533,7619,0
27230,8908,8798,7475,0
27240,1679,10107,6565,0
27250,5678,12275,8969,0
27260,7824,8734,7684,0
27270,6214,10174,7702,0
27280,3586,9073,8714,0
27290,4923,10155,7448,0
27300,3483,7746,7430,0
27310,2148,12281,6716,0
27320,6651,10060,7963,0
27330,7229,9055,7495,0
27340,1793,9422,6836,0
27350,9674,9699,7638,0
27360,7175,9155,6475,0
27370,6505,9182,7111,0
27380,4107,9843,6303,0
27390,1975,9716,7500,0
27400,5483,9468,7634,0
27410,6156,8544,6076,0
27420,7958,9772,6480,0
27430,3342,9997,6825,0
27440,7273,8887,6735,0
27450,7713,9059,6053,0
27460,2916,8628,7358,0
27470,2186,8747,6816,0
27480,5217,7488,5541,0
27490,2136,11840,7268,0
27500,8774,9766,6116,0
27510,1556,9695,6147,0
27520,9533,9738,7976,0
27530,7336,9651,7745,0
27540,8312,9088,6595,0
27550,9959,9941,6028,0
27560,7753,9732,7824,0
27570,6195,9597,7105,0
27580,6843,11579,6822,0
27590,4744,9968,7628,0
27600,2691,10421,8974,0
27610,5896,9341,7714,0
27620,7453,11073,7662,0
27630,2831,10267,7394,0
27640,2259,12308,8276,0
27650,6958,9692,6795,0
27660,8950,11493,7756,0
27670,5981,11208,8075,0
27680,9437,10392,7431,0
27690,6394,10013,8694,0
27700,6293,10076,7310,0
27710,7546,12532,9195,0
27720,1703,12164,9735,0
27730,3522,12935,9294,0
27740,4171,10339,9943,0
27750,3601,12058,8846,0
27760,4532,12388,9736,0
27770,2756,13090,8546,0
27780,1478,11405,9621,0
27790,7356,12082,9710,0
27800,2238,14100,8586,0
27810,5213,12962,9636,0
27820,9240,12957,8456,0
27830,9724,11849,10028,0
27840,7065,14192,10638,0
27850,3044,15293,10477,0
27860,7301,12068,10523,0
27870,5244,15699,11784,0
27880,6129,12811,9611,0
27890,2432,13880,10030,0
27900,1967,13920,10774,0
27910,7276,12551,8770,0
27920,8711,16603,11594,0
27930,4427,14359,10407,0
27940,1993,16649,10281,0
27950,2131,16914,10911,0
27960,6878,14707,12904,0
27970,9996,15577,11326,0
27980,5997,15353,9885,0
27990,4243,16897,11680,0
28000,1153,16142,12402,0
28010,6001,17890,11715,0
28020,9629,19149,13560,0
28030,1807,19865,12027,0
28040,4599,20665,13848,0
28050,1912,17757,15807,0
28060,3215,19882,14043,0
28070,3369,16721,12425,0
28080,3174,14331,11591,0
28090,3044,17332,11487,0
28100,4201,19821,12585,0
28110,4848,16263,12958,0
28120,6396,15670,12646,0
28130,5435,18051,15098,0
28140,2198,18456,13551,0
28150,6388,18350,13890,0
28160,4513,18470,13566,0
28170,1429,18753,17312,0
28180,2122,19482,12970,0
28190,9648,19740,14684,0
28200,3562,19234,15758,0
28210,2702,16337,12246,0
28220,8606,15471,14615,0
28230,4346,22373,14546,0
28240,3505,19962,13186,0
28250,8675,19236,12600,0
28260,6499,21703,17161,0
28270,9330,18877,14161,0
28280,2953,19971,14994,0
28290,5425,23780,15090,0
28300,4451,22298,13542,0
28310,1305,19197,12629,0
28320,3075,19300,14480,0
28330,8961,21142,15181,0
28340,7582,24636,15247,0
28350,8985,23069,15470,0
28360,2373,13931,13814,0
28370,6186,22314,15220,0
28380,1050,17994,14431,0
28390,2444,23815,14611,0
28400,9722,19779,19241,0
28410,2752,20307,16018,0
28420,5467,20122,14915,0
28430,9847,27273,19079,0
28440,2590,21412,18489,0
28450,1482,19779,15967,0
28460,1087,24411,17660,0
28470,2913,26437,17331,0
28480,4757,22981,15585,0
28490,1249,16333,16451,0
28500,5512,24352,14618,0
28510,8972,24992,15578,0
28520,5588,26769,19372,0
28530,4079,21561,16800,0
28540,8681,27299,19839,0
28550,4975,23560,15972,0
28560,7597,19816,14915,0
28570,3882,21186,15411,0
28580,8991,23521,17872,0
28590,4458,23298,19520,0
28600,2788,22117,17935,0
28610,7786,25367,16707,0
28620,2665,25836,19965,0
28630,4040,23279,17646,0
28640,7923,23257,18514,0
28650,1755,19823,18434,0
28660,2540,28112,17765,0
28670,9706,25071,18664,0
28680,1917,25490,22161,0
28690,5355,22899,17969,0
28700,8389,28014,19201,0
28710,2980,25856,19171,0
28720,5289,22934,18779,0
28730,6176,25963,17929,0
28740,6119,24704,18714,0
28750,2730,24746,23115,0
28760,3228,26459,22116,0
28770,5367,31908,21409,1
28780,2045,25196,21278,0
28790,9484,23570,17987,0
28800,9677,27024,23289,0
28810,4541,29519,25238,1
28820,1165,30288,22669,1
28830,8082,25457,20373,0
28840,6261,26569,21749,0
28850,6623,28783,19399,0
28860,9768,28019,21521,0
28870,5824,30531,19108,0
28880,4326,23388,22977,0
28890,3759,25091,22170,0
28900,6503,26856,19388,0
28910,3194,35142,24668,1
28920,6797,30601,23206,1
28930,3265,32320,22639,1
28940,2559,31511,23603,1
28950,4564,25273,20706,0
28960,3211,23273,23746,0
28970,4856,35818,23550,1
28980,7271,32214,24213,1
28990,8228,34544,27145,1
29000,3455,30670,21302,1
29010,4432,27614,23525,1
29020,8627,29689,27967,1
29030,8562,34017,27167,1
29040,6946,32653,22439,1
29050,5853,28454,23471,1
29060,1922,32195,24699,1
29070,3894,36344,24548,1
29080,6784,30936,21678,1
29090,3332,33957,24573,1
29100,4858,33584,23341,1
29110,9416,34532,23099,1
29120,8236,29349,21998,1
29130,2395,32328,22257,1
29140,3776,33023,23299,1
29150,6299,30911,25085,1
29160,1380,31769,23519,1
29170,2510,43242,25503,1
29180,1967,31752,27093,1
29190,5428,35053,23565,1
29200,6783,32511,24954,1
29210,5144,27018,21282,0
29220,8387,35259,22888,1
29230,7549,38383,24671,1
29240,3536,35114,20596,1
29250,3334,36234,24132,1
29260,5384,31681,24051,1
29270,2437,30990,25496,1
29280,4178,31606,23555,1
29290,5330,30835,25483,1
29300,1204,31134,23322,1
29310,9852,31517,24010,1
29320,5496,29197,23300,1
29330,3963,31321,21349,1
29340,7773,30353,24177,1
29350,5535,33702,22151,1
29360,8313,29709,23350,1
29370,6441,27369,21363,0
29380,8123,30007,22674,1
29390,6733,31364,23538,1
29400,6666,32596,24860,1
29410,3650,23191,20093,0
29420,6552,36772,21649,1
29430,6538,30230,25155,1
29440,2578,28756,21425,0
29450,1002,26683,21061,0
29460,8317,30450,19085,0
29470,7372,28499,21951,0
29480,8726,28780,19472,0
29490,5490,25899,20999,0
29500,5248,28520,21179,0
29510,1419,27365,22047,0
29520,3133,27501,16729,0
29530,5582,27852,18927,0
29540,4793,24727,18293,0
29550,6968,27235,19159,0
29560,9260,26701,19151,0
29570,4282,25144,19474,0
29580,9089,19487,19674,0
29590,2586,22079,17588,0
29600,7460,21564,19565,0
29610,4191,27564,16622,0
29620,9108,20029,16188,0
29630,7447,20121,17770,0
29640,2492,21142,18166,0
29650,8472,25012,18409,0
29660,8840,20536,14215,0
29670,8118,21642,18004,0
29680,2015,21414,13305,0
29690,7446,28609,16376,0
29700,9954,22772,15011,0
29710,1239,22424,13816,0
29720,7575,16432,16758,0
29730,3387,15236,16997,0
29740,9583,20796,13737,0
29750,2545,20056,16583,0
29760,6058,20302,14541,0
29770,5447,21913,17068,0
29780,4377,16122,15439,0
29790,8657,19356,13542,0
29800,8801,18614,14606,0
29810,4849,20167,13731,0
29820,2548,14708,12988,0
29830,2042,18576,14277,0
29840,4927,19322,12386,0
29850,3857,14758,12737,0
29860,5676,22001,13611,0
29870,9833,18878,12725,0
29880,7568,15535,11382,0
29890,1719,18185,12654,0
29900,2790,17345,13706,0
29910,8604,17305,13993,0
29920,7960,16758,12853,0
29930,6717,18381,12006,0
29940,3478,13380,11063,0
29950,7880,14870,10617,0
